Regulating prices in EUR/MWh,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,,,,,,,,,,,,,,,,,
,,NO1,,NO2,,NO3,,NO4,,NO5,,SE1,,SE2,,SE3,,SE4,,FI,,DK1,,DK2,
,Hours,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down,Up,Down
20-05-2018,22 - 23,"21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59","21,59"
20-05-2018,23 - 00,"15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27","15,27"
21-05-2018,00 - 01,"27,64","27,64","27,64","27,64","22,89","22,89","22,89","22,89","27,64","27,64","3,91","3,91","3,91","3,91","3,91","3,91","3,91","3,91","3,91","3,91","3,91","3,91","3,91","3,91"
21-05-2018,01 - 02,"20,79","20,79","20,79","20,79","14,83","14,83","14,83","14,83","20,79","20,79","3,04","3,04","3,04","3,04","3,04","3,04","3,04","3,04","3,04","3,04","3,04","3,04","3,04","3,04"
21-05-2018,02 - 03,"18,99","18,99","18,99","18,99","10,46","10,46","10,46","10,46","18,99","18,99","2,97","2,97","2,97","2,97","2,97","2,97","2,97","2,97","2,97","2,97","2,97","2,97","2,97","2,97"
21-05-2018,03 - 04,"12,71","12,71","12,71","12,71","4,78","4,78","4,78","4,78","12,71","12,71","3,1","3,1","3,1","3,1","3,1","3,1","3,1","3,1","3,1","3,1","3,1","3,1","3,1","3,1"
21-05-2018,04 - 05,"8,45","8,45","8,45","8,45","3,88","3,88","3,88","3,88","8,45","8,45","3,18","3,18","3,18","3,18","3,18","3,18","3,18","3,18","3,18","3,18","3,18","3,18","3,18","3,18"
21-05-2018,05 - 06,"19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4","19,4"
21-05-2018,06 - 07,"32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","32,94","37,06","37,06","32,94","32,94","32,94","32,94"
21-05-2018,07 - 08,"35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","35,78","54,74","54,74","35,78","35,78","35,78","35,78"
21-05-2018,08 - 09,"35,13","31,85","35,13","31,85","35,13","31,85","35,13","31,85","35,13","31,85","35,13","31,85","35,13","31,85","35,13","31,85","35,13","31,85","69,7",43,"35,13","31,85","35,13","31,85"
21-05-2018,09 - 10,39,"36,16",39,"36,16",39,"36,16",39,"36,16",39,"36,16",39,"36,16",39,"36,16",39,"36,16",39,"36,16","83,49","83,49",39,"36,16",39,"36,16"
21-05-2018,10 - 11,"41,77","38,05","41,77","38,05","41,77","38,05","41,77","38,05","41,77","38,05","41,77","38,05","41,77","38,05","41,77","38,05","41,77","38,05","62,84","62,84","41,77","38,05","41,77","38,05"
21-05-2018,11 - 12,"41,77","38,09","41,77","38,09","41,77","38,09","41,77","38,09","41,77","38,09","41,77","38,09","41,77","38,09","41,77","38,09","41,77","38,09","59,89","59,89","41,77","38,09","41,77","38,09"
21-05-2018,12 - 13,"38,64","31,33","38,64","31,33","38,64","31,33","38,64","31,33","38,64","31,33","38,64","31,33","38,64","31,33","38,64","31,33","38,64","31,33","53,03","31,33","38,64","31,33","38,64","31,33"
21-05-2018,13 - 14,"35,79","31,33","35,79","31,33","35,79","31,33","35,79","31,33","35,79","31,33","35,79","31,33","35,79","31,33","35,79","31,33","35,79","31,33","49,69","31,33","35,79","31,33","35,79","31,33"
21-05-2018,14 - 15,"35,39","31,3","35,39","31,3","35,39","31,3","35,39","31,3","35,39","31,3","35,39","31,3","35,39","31,3","35,39","31,3","35,39","31,3","39,57","31,3","35,39","31,3","35,39","31,3"
21-05-2018,15 - 16,39,"31,33",39,"31,33",39,"31,33",39,"31,33",39,"31,33",39,"31,33",39,"31,33",39,"31,33",39,"31,33","39,34","31,33",39,"31,33",39,"31,33"
21-05-2018,16 - 17,"39,16","33,92","39,16","33,92","39,16","33,92","39,16","33,92","39,16","33,92","39,16","33,92","39,16","33,92","39,16","33,92","39,16","33,92","39,16","38,2","39,16","33,92","39,16","33,92"
21-05-2018,17 - 18,"41,5","34,32","41,5","34,32","41,5","34,32","41,5","34,32","41,5","34,32","41,5","34,32","41,5","34,32","41,5","34,32","41,5","34,32","41,5","39,48","41,5","34,32","41,5","34,32"
21-05-2018,18 - 19,"41,77","34,61","41,77","34,61","41,77","34,61","41,77","34,61","41,77","34,61","41,77","34,61","41,77","34,61","41,77","34,61","41,77","34,61","45,81","45,81","41,77","34,61","41,77","34,61"
21-05-2018,19 - 20,"41,77","34,91","41,77","34,91","41,77","34,91","41,77","34,91","41,77","34,91","41,77","34,91","41,77","34,91","41,77","34,91","41,77","34,91","45,23","45,23","41,77","34,91","41,77","34,91"
21-05-2018,20 - 21,41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75",41,"33,75"
21-05-2018,21 - 22,"40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46","40,72","33,46"
21-05-2018,22 - 23,"40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38","40,72","33,38"
21-05-2018,23 - 00,"38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58","38,11","27,58"
22-05-2018,00 - 01,"36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08","36,55","32,08"
22-05-2018,01 - 02,"30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88","30,27","20,88"
22-05-2018,02 - 03,"30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88","30,05","20,88"
22-05-2018,03 - 04,"28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88","28,83","20,88"
22-05-2018,04 - 05,"31,55","21,41","31,55","21,41","31,55","21,41","31,55","21,41","31,55","21,41","31,55","21,41","31,55","21,41","31,55","21,41","31,55","21,41","31,55","21,41","27,71","21,41","31,55","21,41"
22-05-2018,05 - 06,"35,14","29,07","35,14","29,07","35,14","29,07","35,14","29,07","35,14","29,07","35,14","29,07","35,14","29,07","35,14","29,07","35,14","29,07","35,14","29,07","32,1","29,07","35,14","29,07"
22-05-2018,06 - 07,"40,18","33,42","40,18","33,42","40,18","33,42","40,18","33,42","40,18","33,42","40,18","33,42","40,18","33,42","40,18","33,42","40,18","33,42","43,6","33,42","47,06","33,42","40,18","33,42"
22-05-2018,07 - 08,"40,9","34,98","40,9","34,98","40,9","34,98","40,9","34,98","40,9","34,98","40,9","34,98","40,9","34,98","40,9","34,98","67,13","67,13","69,88","34,98","54,8","34,98","67,13","67,13"
22-05-2018,08 - 09,"41,5","34,98","41,5","34,98","41,5","34,98","41,5","34,98","41,5","34,98","41,5","34,98","41,5","34,98","41,5","34,98","84,02","84,02","91,33","34,98","59,37","34,98","84,02","84,02"
22-05-2018,09 - 10,"41,38","36,03","41,38","36,03","41,38","36,03","41,38","36,03","41,38","36,03","41,38","36,03","41,38","36,03","41,38","36,03","79,98","79,98","123,96","36,03","49,57","39,68","79,98","79,98"
22-05-2018,10 - 11,"41,3","38,11","41,3","38,11","41,3","38,11","41,3","38,11","41,3","38,11","41,3","38,11","41,3","38,11","41,3","38,11","85,01","85,01","88,07","38,11","44,97","38,11","85,01","85,01"
22-05-2018,11 - 12,"41,23","36,55","41,23","36,55","41,23","36,55","41,23","36,55","41,23","36,55","41,23","36,55","41,23","36,55","41,23","36,55","68,1","68,1","92,56","36,55","43,05","36,55","68,1","68,1"
22-05-2018,12 - 13,"41,05","36,7","41,05","36,7","41,05","36,7","41,05","36,7","41,05","36,7","41,05","36,7","41,05","36,7","41,05","36,7","67,06","67,06","92,56","36,7","41,05","36,7","67,06","67,06"
22-05-2018,13 - 14,"41,09","36,7","41,09","36,7","41,09","36,7","41,09","36,7","41,09","36,7","41,09","36,7","41,09","36,7","41,09","36,7","67,04","67,04","97,93","36,7","41,09","36,7","67,04","67,04"
22-05-2018,14 - 15,"40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","40,95","66,59","66,59","40,95","40,95","42,4","42,4","66,59","66,59"
22-05-2018,15 - 16,"40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","40,31","58,52","58,52","40,31","40,31","47,4","47,4","58,52","58,52"
22-05-2018,16 - 17,"39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","39,72","58,51","58,51","39,72","39,72","49,88","49,88","58,51","58,51"
22-05-2018,17 - 18,"40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","40,06","58,5","58,5","50,79","50,79","56,22","56,22","58,5","58,5"
22-05-2018,18 - 19,"41,77","40,89","41,77","40,89","41,77","40,89","41,77","40,89","41,77","40,89","41,77","40,89","41,77","40,89","41,77","40,89","54,77","54,77","54,77","54,77","57,05","57,05","54,77","54,77"
